Dossier;Naam;Voornaam;Geboortedatum;Overlijdensdatum;Polis;Domein - Omschrijving;Polistype - Omschrijving;Product Template Name;Product Template ID;E-mail;Maatschappij;Natuurlijk/Rechtsp - Omschrijving
487/00;De Graef;Guillaume;11/09/1955;;881682058;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;guillaume.degraef@qollabi.com;AXA;Natuurlijk persoon
487/00;De Graef;Guillaume;11/09/1955;;QBE1019Y3M8;Multi-takken;Multi-tak (Particulieren);Multi-takken Multi-tak (Particulieren) ALLIANZ  PARTNERS;Multi-takken Multi-tak (Particulieren) ALLIANZ  PARTNERS;guillaume.degraef@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
487/02;Nexus Invest;;;;1849989;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;guillaume.degraef@qollabi.com;DAS;Rechtspersoon
487/02;Nexus Invest;;;;5H76887;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;guillaume.degraef@qollabi.com;BALOISE INSURANCE;Rechtspersoon
488/00;De Graef;Danny;28/12/1963;;1054917;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;danny.degraef@qollabi.com;DAS;Natuurlijk persoon
488/00;De Graef;Danny;28/12/1963;;10716609;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;danny.degraef@qollabi.com;AG INSURANCE;Natuurlijk persoon
488/00;De Graef;Danny;28/12/1963;;12403958;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;danny.degraef@qollabi.com;AG INSURANCE;Natuurlijk persoon
488/00;De Graef;Danny;28/12/1963;;208953301;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;danny.degraef@qollabi.com;DKV Belgium;Natuurlijk persoon
488/00;De Graef;Danny;28/12/1963;;5P33111;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;danny.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
488/00;De Graef;Danny;28/12/1963;;7862876;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;danny.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
488/00;De Graef;Danny;28/12/1963;;802140228;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;danny.degraef@qollabi.com;AXA;Natuurlijk persoon
489/02;Gamma Group;;;;18248;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life BNP PARIBAS;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life BNP PARIBAS;gammagroup@qollabi.com;BNP PARIBAS;Rechtspersoon
490/00;Jacobs;Dave;19/06/1979;;1368311;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;dave.jacobs@qollabi.com;DAS;Natuurlijk persoon
490/00;Jacobs;Dave;19/06/1979;;816220345;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;dave.jacobs@qollabi.com;AXA;Natuurlijk persoon
495/00;Brouwers;Jozef;10/05/1941;;814763;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;jozef.brouwers@qollabi.com;DAS;Natuurlijk persoon
495/00;Brouwers;Jozef;10/05/1941;;26164807;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AG INSURANCE;Individueel Verkeer & Inzittenden AG INSURANCE;jozef.brouwers@qollabi.com;AG INSURANCE;Natuurlijk persoon
495/00;Brouwers;Jozef;10/05/1941;;500265632;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;jozef.brouwers@qollabi.com;AXA;Natuurlijk persoon
495/00;Brouwers;Jozef;10/05/1941;;602496219;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;jozef.brouwers@qollabi.com;AXA;Natuurlijk persoon
495/00;Brouwers;Jozef;10/05/1941;;818463160;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;jozef.brouwers@qollabi.com;AXA;Natuurlijk persoon
495/01;Segers;Bertha;26/02/1942;;602496228;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;jozef.brouwers@qollabi.com;AXA;Natuurlijk persoon
497/00;Eeckhout;Peter;14/03/1970;;880375;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;peter.eeckhout@qollabi.com;DAS;Natuurlijk persoon
497/00;Eeckhout;Peter;14/03/1970;;622459893;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens AXA;Auto Lichte Vrachtwagens AXA;peter.eeckhout@qollabi.com;AXA;Natuurlijk persoon
497/01;Devos;Sandra;26/08/1972;;622459770;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;peter.eeckhout@qollabi.com;AXA;Natuurlijk persoon
497/01;Devos;Sandra;26/08/1972;;624792559;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;peter.eeckhout@qollabi.com;AXA;Natuurlijk persoon
500/02;Delta Invest;;;;47023247;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - handelshuizen AG INSURANCE;deltainvest@qollabi.com;AG INSURANCE;Rechtspersoon
503/01;Aerts;Roza;20/09/1938;;812630;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;roza.aerts@qollabi.com;DAS;Natuurlijk persoon
503/01;Aerts;Roza;20/09/1938;;500267733;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;roza.aerts@qollabi.com;AXA;Natuurlijk persoon
503/01;Aerts;Roza;20/09/1938;;AE07099880;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;roza.aerts@qollabi.com;AFER EUROPE;Natuurlijk persoon
504/00;Goossens;Frederik;03/04/1956;;SCA007256449;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;;ALLIANZ;Natuurlijk persoon
508/00;Segers;Daniel;12/08/1951;;292008151;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;daniel.segers@qollabi.com;DKV Belgium;Natuurlijk persoon
508/00;Segers;Daniel;12/08/1951;;602427691;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AXA;Individueel Verkeer & Inzittenden AXA;daniel.segers@qollabi.com;AXA;Natuurlijk persoon
508/00;Segers;Daniel;12/08/1951;;602458112;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;daniel.segers@qollabi.com;AXA;Natuurlijk persoon
508/00;Segers;Daniel;12/08/1951;;800059569;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;daniel.segers@qollabi.com;AXA;Natuurlijk persoon
508/01;Peeters;Kristien;26/03/1956;;1470848;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;kristien.peeters@qollabi.com;DAS;Natuurlijk persoon
508/01;Peeters;Kristien;26/03/1956;;5J19082;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;kristien.peeters@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
508/01;Peeters;Kristien;26/03/1956;;817238211;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;kristien.peeters@qollabi.com;AXA;Natuurlijk persoon
508/02;Diels;Gijs;16/02/1993;;1B20406;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE INSURANCE;gijs.diels@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
508/02;Diels;Gijs;16/02/1993;;2068529;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;gijs.diels@qollabi.com;DAS;Natuurlijk persoon
508/02;Diels;Gijs;16/02/1993;;356060961;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;gijs.diels@qollabi.com;DKV Belgium;Natuurlijk persoon
509/00;Leclercq;Dirk;02/07/1966;;1259486;Individueel;Hospitalisatie;Individueel Hospitalisatie AG INSURANCE;Individueel Hospitalisatie AG INSURANCE;roza.aerts@qollabi.com;AG INSURANCE;Natuurlijk persoon
509/00;Leclercq;Dirk;02/07/1966;;182238150115;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;roza.aerts@qollabi.com;AG INSURANCE;Natuurlijk persoon
509/00;Leclercq;Dirk;02/07/1966;;502087141;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;roza.aerts@qollabi.com;AXA;Natuurlijk persoon
509/01;Timmermans;Pegie;02/06/1969;;182238153145;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;roza.aerts@qollabi.com;AG INSURANCE;Natuurlijk persoon
509/02;Apex Systems;;;;10363127;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;roza.aerts@qollabi.com;AG INSURANCE;Rechtspersoon
509/02;Apex Systems;;;;12118090;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;roza.aerts@qollabi.com;AG INSURANCE;Rechtspersoon
509/02;Apex Systems;;;;2097932;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;roza.aerts@qollabi.com;BALOISE INSURANCE;Rechtspersoon
509/02;Apex Systems;;;;2097933;Brand eenvoudige risico's;Bedrijfsschade;Brand eenvoudige risico's Bedrijfsschade BALOISE INSURANCE;Brand eenvoudige risico's Bedrijfsschade BALOISE INSURANCE;roza.aerts@qollabi.com;BALOISE INSURANCE;Rechtspersoon
509/02;Apex Systems;;;;2144220;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;roza.aerts@qollabi.com;DAS;Rechtspersoon
509/02;Apex Systems;;;;24.1840;Arbeidsongevallen en collectieve verzekeringen;Collectieve Hospitalisatie;Arbeidsongevallen en collectieve verzekeringen Collectieve Hospitalisatie AXA;Arbeidsongevallen en collectieve verzekeringen Collectieve Hospitalisatie AXA;roza.aerts@qollabi.com;AXA;Rechtspersoon
509/02;Apex Systems;;;;7E07062;Objectieve aansprakelijkheid en van onroerende goederen;Objectieve Aansprakelijkheid van uitbaters (wet 30/7/1979);Objectieve aansprakelijkheid en van onroerende goederen Objectieve Aansprakelijkheid van uitbaters (wet 30/7/1979) BALOISE INSURANCE;Objectieve aansprakelijkheid en van onroerende goederen Objectieve Aansprakelijkheid van uitbaters (wet 30/7/1979) BALOISE INSURANCE;roza.aerts@qollabi.com;BALOISE INSURANCE;Rechtspersoon
509/02;Apex Systems;;;;7E07956;BA andere dan particulieren;BA Onderneming;BA andere dan particulieren BA Onderneming BALOISE INSURANCE;BA andere dan particulieren BA Onderneming BALOISE INSURANCE;roza.aerts@qollabi.com;BALOISE INSURANCE;Rechtspersoon
509/02;Apex Systems;;;;9748938;Arbeidsongevallen en collectieve verzekeringen;Arbeidsongevallen (Wet);Arbeidsongevallen en collectieve verzekeringen Arbeidsongevallen (Wet) BALOISE INSURANCE;Arbeidsongevallen en collectieve verzekeringen Arbeidsongevallen (Wet) BALOISE INSURANCE;roza.aerts@qollabi.com;BALOISE INSURANCE;Rechtspersoon
511/00;Baert;Steven;30/10/1973;;1A68910;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE INSURANCE;steven.baert@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;1A72199;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE INSURANCE;steven.baert@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;272093131;Leven en belegging;Leven Groep loontrekkenden;Leven en belegging Leven Groep loontrekkenden AXA;Leven en belegging Leven Groep loontrekkenden AXA;steven.baert@qollabi.com;AXA;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;311107931;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;steven.baert@qollabi.com;DKV Belgium;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;3716274;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;steven.baert@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;5121786;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) Cardif;Leven en belegging Individueel Leven Klassiek (Tak 21) Cardif;steven.baert@qollabi.com;Cardif;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;5503085839;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;steven.baert@qollabi.com;VIVIUM;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;64248970;Arbeidsongevallen en collectieve verzekeringen;AO huispersoneel;Arbeidsongevallen en collectieve verzekeringen AO huispersoneel AG INSURANCE;Arbeidsongevallen en collectieve verzekeringen AO huispersoneel AG INSURANCE;steven.baert@qollabi.com;AG INSURANCE;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;7243659854;Reis;Reisverzekeringen;Reis Reisverzekeringen EUROP ASSISTANCE BELGIUM;Reis Reisverzekeringen EUROP ASSISTANCE BELGIUM;steven.baert@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;816980843;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;steven.baert@qollabi.com;AXA;Natuurlijk persoon
511/00;Baert;Steven;30/10/1973;;AE07083785;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;steven.baert@qollabi.com;AFER EUROPE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;1042345;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;hilde.mertens@qollabi.com;DAS;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;34158314;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;hilde.mertens@qollabi.com;AG INSURANCE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;5121784;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) Cardif;Leven en belegging Individueel Leven Klassiek (Tak 21) Cardif;hilde.mertens@qollabi.com;Cardif;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;5503085840;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;hilde.mertens@qollabi.com;VIVIUM;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;5619371;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;Leven en belegging Individueel Leven Klassiek (Tak 21) AG INSURANCE;hilde.mertens@qollabi.com;AG INSURANCE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;5N40175;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;hilde.mertens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;60320260;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) AG INSURANCE;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) AG INSURANCE;hilde.mertens@qollabi.com;AG INSURANCE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;7F56343;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;hilde.mertens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;8693556;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;hilde.mertens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;AE7083793;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;hilde.mertens@qollabi.com;AFER EUROPE;Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;HP-9300204;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);hilde.mertens@qollabi.com;BALOISE(ex-Fidea);Natuurlijk persoon
511/01;Mertens;Hilde;17/11/1966;;HP-9300205;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);hilde.mertens@qollabi.com;BALOISE(ex-Fidea);Natuurlijk persoon
511/02;Maes;kinderen;;;I190002263;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;;AFER EUROPE;Natuurlijk persoon
511/02;Maes;kinderen;;;I190002264;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;;AFER EUROPE;Natuurlijk persoon
